icd9v1_code	icd9v1_desc	icd10cm_code	icd10cm_desc	chapter	section	section_desc	parent_code	warning
		I2582	Chronic total occlusion of coronary artery	9	I20-I25	Ischemic heart diseases	I258	
		I259	Chronic ischemic heart disease, unspecified	9	I20-I25	Ischemic heart diseases	I25	
		I2609	Other pulmonary embolism with acute cor pulmonale	9	I26-I28	Pulmonary heart disease and diseases of pulmonary circulation	I260	
		I270	Primary pulmonary hypertension	9	I26-I28	Pulmonary heart disease and diseases of pulmonary circulation	I27	
		I2699	Other pulmonary embolism without acute cor pulmonale	9	I26-I28	Pulmonary heart disease and diseases of pulmonary circulation	I269	
		I2720		No match found
		I2722		No match found
		I272	Other secondary pulmonary hypertension	9	I26-I28	Pulmonary heart disease and diseases of pulmonary circulation	I27	
		I2781	Cor pulmonale (chronic)	9	I26-I28	Pulmonary heart disease and diseases of pulmonary circulation	I278	
		I2782	Chronic pulmonary embolism	9	I26-I28	Pulmonary heart disease and diseases of pulmonary circulation	I278	
		I2723		No match found
		I340	Nonrheumatic mitral (valve) insufficiency	9	I30-I52	Other forms of heart disease	I34	
		I313	Pericardial effusion (noninflammatory)	9	I30-I52	Other forms of heart disease	I31	
		I341	Nonrheumatic mitral (valve) prolapse	9	I30-I52	Other forms of heart disease	I34	
		I348	Other nonrheumatic mitral valve disorders	9	I30-I52	Other forms of heart disease	I34	
		I349	Nonrheumatic mitral valve disorder, unspecified	9	I30-I52	Other forms of heart disease	I34	
		I350	Nonrheumatic aortic (valve) stenosis	9	I30-I52	Other forms of heart disease	I35	
		I351	Nonrheumatic aortic (valve) insufficiency	9	I30-I52	Other forms of heart disease	I35	
		I358	Other nonrheumatic aortic valve disorders	9	I30-I52	Other forms of heart disease	I35	
		I359	Nonrheumatic aortic valve disorder, unspecified	9	I30-I52	Other forms of heart disease	I35	
		I361	Nonrheumatic tricuspid (valve) insufficiency	9	I30-I52	Other forms of heart disease	I36	
		I38	Endocarditis, valve unspecified	9	I30-I52	Other forms of heart disease		
		I371	Nonrheumatic pulmonary valve insufficiency	9	I30-I52	Other forms of heart disease	I37	
		H2512	Age-related nuclear cataract, left eye	7	H25-H28	Disorders of lens	H251	
		H409	Unspecified glaucoma	7	H40-H42	Glaucoma	H40	
		I429	Cardiomyopathy, unspecified	9	I30-I52	Other forms of heart disease	I42	
		I441	Atrioventricular block, second degree	9	I30-I52	Other forms of heart disease	I44	
		I442	Atrioventricular block, complete	9	I30-I52	Other forms of heart disease	I44	
		I440	Atrioventricular block, first degree	9	I30-I52	Other forms of heart disease	I44	
		I4430	Unspecified atrioventricular block	9	I30-I52	Other forms of heart disease	I443	
		I447	Left bundle-branch block, unspecified	9	I30-I52	Other forms of heart disease	I44	
		I4510	Unspecified right bundle-branch block	9	I30-I52	Other forms of heart disease	I451	
		I444	Left anterior fascicular block	9	I30-I52	Other forms of heart disease	I44	
		I452	Bifascicular block	9	I30-I52	Other forms of heart disease	I45	
		I4581	Long QT syndrome	9	I30-I52	Other forms of heart disease	I458	
		I469	Cardiac arrest, cause unspecified	9	I30-I52	Other forms of heart disease	I46	
		I471	Supraventricular tachycardia	9	I30-I52	Other forms of heart disease	I47	
		I4589	Other specified conduction disorders	9	I30-I52	Other forms of heart disease	I458	
		I459	Conduction disorder, unspecified	9	I30-I52	Other forms of heart disease	I45	
		I472	Ventricular tachycardia	9	I30-I52	Other forms of heart disease	I47	
		I480	Paroxysmal atrial fibrillation	9	I30-I52	Other forms of heart disease	I48	
		I483	Typical atrial flutter	9	I30-I52	Other forms of heart disease	I48	
		I484	Atypical atrial flutter	9	I30-I52	Other forms of heart disease	I48	
		I482	Chronic atrial fibrillation	9	I30-I52	Other forms of heart disease	I48	
		I481	Persistent atrial fibrillation	9	I30-I52	Other forms of heart disease	I48	
		I4891	Unspecified atrial fibrillation	9	I30-I52	Other forms of heart disease	I489	
		I4892	Unspecified atrial flutter	9	I30-I52	Other forms of heart disease	I489	
		I420	Dilated cardiomyopathy	9	I30-I52	Other forms of heart disease	I42	
		I428	Other cardiomyopathies	9	I30-I52	Other forms of heart disease	I42	
		I493	Ventricular premature depolarization	9	I30-I52	Other forms of heart disease	I49	
		I4949	Other premature depolarization	9	I30-I52	Other forms of heart disease	I494	
		I495	Sick sinus syndrome	9	I30-I52	Other forms of heart disease	I49	
		I498	Other specified cardiac arrhythmias	9	I30-I52	Other forms of heart disease	I49	
		I5020	Unspecified systolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I502	
		I499	Cardiac arrhythmia, unspecified	9	I30-I52	Other forms of heart disease	I49	
		I5021	Acute systolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I502	
		I501	Left ventricular failure	9	I30-I52	Other forms of heart disease	I50	
		I5030	Unspecified diastolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I503	
		I5031	Acute diastolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I503	
		I5023	Acute on chronic systolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I502	
		I5022	Chronic systolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I502	
		I5032	Chronic diastolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I503	
		I5033	Acute on chronic diastolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I503	
		I5042	Chronic combined systolic (congestive) and diastolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I504	
		I5040	Unspecified combined systolic (congestive) and diastolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I504	
		I5041	Acute combined systolic (congestive) and diastolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I504	
		I5043	Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure	9	I30-I52	Other forms of heart disease	I504	
		I491	Atrial premature depolarization	9	I30-I52	Other forms of heart disease	I49	
		I4901	Ventricular fibrillation	9	I30-I52	Other forms of heart disease	I490	
		I6340	Cerebral infarction due to embolism of unspecified cerebral artery	9	I60-I69	Cerebrovascular diseases	I634	
		I5189	Other ill-defined heart diseases	9	I30-I52	Other forms of heart disease	I518	
		I517	Cardiomegaly	9	I30-I52	Other forms of heart disease	I51	
		I638	Other cerebral infarction	9	I60-I69	Cerebrovascular diseases	I63	
		I639	Cerebral infarction, unspecified	9	I60-I69	Cerebrovascular diseases	I63	
		I6522	Occlusion and stenosis of left carotid artery	9	I60-I69	Cerebrovascular diseases	I652	
		I6523	Occlusion and stenosis of bilateral carotid arteries	9	I60-I69	Cerebrovascular diseases	I652	
		I6521	Occlusion and stenosis of right carotid artery	9	I60-I69	Cerebrovascular diseases	I652	
		I6529	Occlusion and stenosis of unspecified carotid artery	9	I60-I69	Cerebrovascular diseases	I652	
		I6782	Cerebral ischemia	9	I60-I69	Cerebrovascular diseases	I678	
		I679	Cerebrovascular disease, unspecified	9	I60-I69	Cerebrovascular diseases	I67	
		I6789	Other cerebrovascular disease	9	I60-I69	Cerebrovascular diseases	I678	
		I672	Cerebral atherosclerosis	9	I60-I69	Cerebrovascular diseases	I67	
		I69351	Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side	9	I60-I69	Cerebrovascular diseases	I6935	
		I69354	Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side	9	I60-I69	Cerebrovascular diseases	I6935	
		I701	Atherosclerosis of renal artery	9	I70-I79	Diseases of arteries, arterioles and capillaries	I70	
		I700	Atherosclerosis of aorta	9	I70-I79	Diseases of arteries, arterioles and capillaries	I70	
		I70201	Unspecified atherosclerosis of native arteries of extremities, right leg	9	I70-I79	Diseases of arteries, arterioles and capillaries	I7020	
		I69398	Other sequelae of cerebral infarction	9	I60-I69	Cerebrovascular diseases	I6939	
		I70209	Unspecified atherosclerosis of native arteries of extremities, unspecified extremity	9	I70-I79	Diseases of arteries, arterioles and capillaries	I7020	
		I708	Atherosclerosis of other arteries	9	I70-I79	Diseases of arteries, arterioles and capillaries	I70	
		I712	Thoracic aortic aneurysm, without rupture	9	I70-I79	Diseases of arteries, arterioles and capillaries	I71	
		I7090	Unspecified atherosclerosis	9	I70-I79	Diseases of arteries, arterioles and capillaries	I709	
		I70213	Atherosclerosis of native arteries of extremities with intermittent claudication, bilateral legs	9	I70-I79	Diseases of arteries, arterioles and capillaries	I7021	
		I714	Abdominal aortic aneurysm, without rupture	9	I70-I79	Diseases of arteries, arterioles and capillaries	I71	
		I739	Peripheral vascular disease, unspecified	9	I70-I79	Diseases of arteries, arterioles and capillaries	I73	
		I743	Embolism and thrombosis of arteries of the lower extremities	9	I70-I79	Diseases of arteries, arterioles and capillaries	I74	
		I771	Stricture of artery	9	I70-I79	Diseases of arteries, arterioles and capillaries	I77	
		I77810	Thoracic aortic ectasia	9	I70-I79	Diseases of arteries, arterioles and capillaries	I7781	
		I749	Embolism and thrombosis of unspecified artery	9	I70-I79	Diseases of arteries, arterioles and capillaries	I74	
		I509	Heart failure, unspecified	9	I30-I52	Other forms of heart disease	I50	
		I77819	Aortic ectasia, unspecified site	9	I70-I79	Diseases of arteries, arterioles and capillaries	I7781	
		I808	Phlebitis and thrombophlebitis of other sites	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I80	
		I82401	Acute embolism and thrombosis of unspecified deep veins of right lower extremity	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8240	
		I82402	Acute embolism and thrombosis of unspecified deep veins of left lower extremity	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8240	
		I82403	Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8240	
		I82411	Acute embolism and thrombosis of right femoral vein	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8241	
		I82409	Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8240	
		I82431	Acute embolism and thrombosis of right popliteal vein	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8243	
		I82412	Acute embolism and thrombosis of left femoral vein	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8241	
		I82432	Acute embolism and thrombosis of left popliteal vein	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8243	
		I82491	Acute embolism and thrombosis of other specified deep vein of right lower extremity	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I8249	
		I824Y2	Acute embolism and thrombosis of unspecified deep veins of left proximal lower extremity	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I824Y	
		I824Y1	Acute embolism and thrombosis of unspecified deep veins of right proximal lower extremity	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I824Y	
		I824Z1	Acute embolism and thrombosis of unspecified deep veins of right distal lower extremity	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I824Z	
		I824Z2	Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I824Z	
		I8290	Acute embolism and thrombosis of unspecified vein	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I829	
		I8311	Varicose veins of right lower extremity with inflammation	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I831	
		I8312	Varicose veins of left lower extremity with inflammation	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I831	
		I872	Venous insufficiency (chronic) (peripheral)	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I87	
		I878	Other specified disorders of veins	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I87	
		I871	Compression of vein	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I87	
		I890	Lymphedema, not elsewhere classified	9	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I89	
		I950	Idiopathic hypotension	9	I95-I99	Other and unspecified disorders of the circulatory system	I95	
		I951	Orthostatic hypotension	9	I95-I99	Other and unspecified disorders of the circulatory system	I95	
		I952	Hypotension due to drugs	9	I95-I99	Other and unspecified disorders of the circulatory system	I95	
		I9581	Postprocedural hypotension	9	I95-I99	Other and unspecified disorders of the circulatory system	I958	
		I9589	Other hypotension	9	I95-I99	Other and unspecified disorders of the circulatory system	I958	
		I959	Hypotension, unspecified	9	I95-I99	Other and unspecified disorders of the circulatory system	I95	
		I96	Gangrene, not elsewhere classified	9	I95-I99	Other and unspecified disorders of the circulatory system		
		I998	Other disorder of circulatory system	9	I95-I99	Other and unspecified disorders of the circulatory system	I99	
		J0100	Acute maxillary sinusitis, unspecified	10	J00-J06	Acute upper respiratory infections	J010	
		J0190	Acute sinusitis, unspecified	10	J00-J06	Acute upper respiratory infections	J019	
		I999	Unspecified disorder of circulatory system	9	I95-I99	Other and unspecified disorders of the circulatory system	I99	
		J029	Acute pharyngitis, unspecified	10	J00-J06	Acute upper respiratory infections	J02	
		J069	Acute upper respiratory infection, unspecified	10	J00-J06	Acute upper respiratory infections	J06	
		J111	Influenza due to unidentified influenza virus with other respiratory manifestations	10	J09-J18	Influenza and pneumonia	J11	
		J101	Influenza due to other identified influenza virus with other respiratory manifestations	10	J09-J18	Influenza and pneumonia	J10	
		J159	Unspecified bacterial pneumonia	10	J09-J18	Influenza and pneumonia	J15	
		J181	Lobar pneumonia, unspecified organism	10	J09-J18	Influenza and pneumonia	J18	
		J189	Pneumonia, unspecified organism	10	J09-J18	Influenza and pneumonia	J18	
		J301	Allergic rhinitis due to pollen	10	J30-J39	Other diseases of upper respiratory tract	J30	
		J209	Acute bronchitis, unspecified	10	J20-J22	Other acute lower respiratory infections	J20	
		J302	Other seasonal allergic rhinitis	10	J30-J39	Other diseases of upper respiratory tract	J30	
